approved-meat-establishment	company	meat-establishment-type	meat-establishment-operation	meat-establishment-outcome	local-authority	meat-establishment-audit-date	meat-establishment-audit-frequency	meat-establishment-next-audit-due-date	start-date	end-date
4394	Weddel Swift Distribution Limited	1	14	2	West Midlands	2016-10-07	24	2018-10-01		
4396	Weddel Swift Distribution Limited	1	14	1	Cheshire	2017-01-23	12	2018-01-01		
4398	Weddel Swift Distribution Ltd	1	14	2	Greater Manchester	2016-09-26	12	2017-09-01		
4451	Euro Quality Lambs Limited	3	14	1	Shropshire	2016-11-10	12	2017-11-01		
4451	Euro Quality Lambs Limited	1	14	1	Shropshire	2016-11-10	12	2017-11-01		
4464	Bickerton Bros Limited	3	14	2	Staffordshire	2016-04-05	18	2017-10-01		
4464	Bickerton Bros Limited	1	14	2	Staffordshire	2016-04-05	18	2017-10-01		
4465	Owen Taylor And Sons Limited	1	14	2	Derbyshire	2016-09-14	24	2018-09-01		
4471	Woodhead Bros	3	14	1	Lancashire	2017-03-20	12	2018-03-01		
4471	Woodhead Bros	1	14	1	Lancashire	2017-03-20	12	2018-03-01		
4486	Dunbia Sawley	3	14	2	Lancashire	2016-04-20	36	2019-04-01		
4486	Dunbia Sawley	1	14	2	Lancashire	2016-04-20	36	2019-04-01		
4496	Birmingham Halal Abattoir Limited	3	14	1	West Midlands	2017-02-23	12	2018-02-01		
4496	Birmingham Halal Abattoir Limited	1	14	1	West Midlands	2017-02-23	12	2018-02-01		
4526	Garbett Butchers Limited	1	14	1	West Midlands	2017-02-10	12	2018-02-01		
4529	Trans Oceanic Meat Company (Nottingham) Ltd	1	14	2	Derbyshire	2016-09-15	24	2018-09-01		
4534	Marsh Poultry Ltd	3	14	1	Lancashire	2016-11-14	12	2017-11-01		
4534	Marsh Poultry Ltd	1	14	1	Lancashire	2016-11-14	12	2017-11-01		
4578	Althams Butchers	1	14	2	Lancashire	2016-06-10	24	2018-06-01		
4645	Man Shun Ltd	1	14	2	Merseyside	2016-07-18	24	2018-07-01		
4649	M. Najib & Sons Limited	3	14	2	Derbyshire	2016-10-26	18	2018-04-01		
4649	M. Najib & Sons Limited	1	14	2	Derbyshire	2016-10-26	18	2018-04-01		
4650	Matthews Quality Meats	1	14	2	Greater Manchester	2016-05-19	24	2018-05-01		
4705	F M & P Ltd	1	14	1	West Midlands	2017-08-31	12	2018-08-01		
4707	Wootton Organic Wholesale Ltd.	3	14	2	Staffordshire	2016-06-14	18	2017-12-01		
4707	Wootton Organic Wholesale Ltd.	1	14	2	Staffordshire	2016-06-14	18	2017-12-01		
4722	Bawnbua Foods Gb Ltd	1	14	1	Lancashire	2016-09-20	12	2017-09-01		
4723	Willo Game	3	14	1	Shropshire	2016-12-21	12	2017-12-01		
4723	Willo Game	1	14	1	Shropshire	2016-12-21	12	2017-12-01		
4750	A Burns Ltd	1	14	2	Lancashire	2016-11-29	24	2018-11-01		
4754	Russell Hume Limited	1	14	1	West Midlands	2017-05-23	12	2018-05-01		
4757	T S Bloor & Sons Limited	1	14	2	Leicestershire	2016-02-25	24	2018-02-01		
4759	James Connolly Wholesale Limited	1	14	2	Northamptonshire	2016-01-14	24	2018-01-01		
4761	Lda Meats Ltd	1	14	2	Herefordshire	2016-05-24	24	2018-05-01		
4766	A And R Meats Ltd	1	14	2	West Midlands	2017-06-22	24	2019-06-01		
4767	E H Booth & Co Ltd	1	14	1	Lancashire	2017-06-22	12	2018-06-01		
4773	Bowland Foods Limited	1	14	2	Lancashire	2016-06-24	24	2018-06-01		
4775	Russell Hume Limited	1	14	2	Merseyside	2017-01-16	12	2018-01-01		
4777	Preston Wholesale Meats Ltd	1	14	2	Lancashire	2016-08-11	24	2018-08-01		
4778	Ab & S Wholesale Meats	1	14	2	Greater Manchester	2016-04-14	24	2018-04-01		
4782	Parker Fine Foods	1	14	2	Leicestershire	2016-09-14	24	2018-09-01		
4787	Farmers Boy Limited	1	14	2	Cheshire	2017-08-02	12	2018-08-01		
4789	Bradshaw Bros Ltd.	1	14	2	Staffordshire	2016-09-13	24	2018-09-01		
4792	Tmc Catering Suppliers	1	14	1	Derbyshire	2017-04-27	12	2018-04-01		
4794	Lake District Farmers Ltd	1	14	2	Cumbria	2017-03-29	12	2018-03-01		
4795	Highgate Meats Limited	3	14	1	Cumbria	2016-11-08	12	2017-11-01		
4795	Highgate Meats Limited	1	14	1	Cumbria	2016-11-08	12	2017-11-01		
4804	Halal World	1	14	4	West Midlands	2017-08-21	2	2017-10-01		
4812	Deer 'n Dexter	3	14	2	Cumbria	2017-01-30	36	2020-01-01		
4812	Deer 'n Dexter	1	14	2	Cumbria	2017-01-30	36	2020-01-01		
4816	Ali Halal Meats	1	14	2	Lancashire	2016-07-14	24	2018-07-01		
4820	Clifton Quality Meats Ltd	1	14	2	Lancashire	2016-11-28	12	2017-11-01		
4822	Lakes Speciality Foods Ltd	1	14	2	Cumbria	2017-07-12	24	2019-07-01		
4827	Walkers Midshire Foods (Sausage)	1	14	2	Leicestershire	2016-09-19	24	2018-09-01		
4833	M J Birtwistle & Co Limited	1	14	2	Greater Manchester	2016-08-17	24	2018-08-01		
4834	Brendan Anderton Butchers Limited	1	14	2	Lancashire	2017-02-28	24	2019-02-01		
4837	Cartmel Valley Game Supplies Limited	3	14	2	Cumbria	2017-04-19	18	2018-10-01		
4837	Cartmel Valley Game Supplies Limited	1	14	2	Cumbria	2017-04-19	18	2018-10-01		
4839	David Ashworth Butchers Ltd	1	14	1	Lancashire	2017-03-29	12	2018-03-01		
4842	Furness Fish & Game Ltd	3	14	2	Cumbria	2016-07-26	18	2018-01-01		
4842	Furness Fish & Game Ltd	1	14	2	Cumbria	2016-07-26	18	2018-01-01		
4843	Choice Meats Catering Ltd	1	14	2	Lancashire	2016-06-30	24	2018-06-01		
4844	Midland Foods Ltd	1	14	1	Worcestershire	2017-06-21	12	2018-06-01		
4845	Paul's Catering Butchers	1	14	1	Leicestershire	2017-05-02	12	2018-05-01		
4854	Moorland Meats Ltd	1	14	2	Staffordshire	2016-08-19	24	2018-08-01		
4855	Bowland Pork Beef And Lamb	1	14	3	Lancashire	2017-07-12	3	2017-10-01		
4856	J E & J M Ward	1	14	2	Shropshire	2017-09-01	24	2019-09-01		
4857	Cheshire Food Services Limited	1	14	1	Greater Manchester	2017-03-30	12	2018-03-01		
4858	Mcturk Catering Supplies Ltd	1	14	2	Derbyshire	2017-02-08	12	2018-02-01		
4859	Savin Hill	1	14	2	Cumbria	2016-06-02	24	2018-06-01		
4861	National Halal	1	14	1	West Midlands	2016-09-20	12	2017-09-01		
4863	Pennys Meats Ltd	1	14	2	Lancashire	2016-06-14	24	2018-06-01		
4864	Cornvale Foods Ltd	1	14	2	Lancashire	2016-09-27	24	2018-09-01		
4865	J & L Wood And Son Ltd	1	14	2	Greater Manchester	2017-03-28	24	2019-03-01		
4868	Sessions Meat Supplies Limited	1	14	1	Worcestershire	2017-07-28	12	2018-07-01		
4869	Ashfold Quality Meats Ltd	1	14	1	Lancashire	2017-03-10	12	2018-03-01		
4872	James Burrows Limited	1	14	2	Lancashire	2016-11-30	12	2017-11-01		
4873	Udale Speciality Foods Ltd	1	14	2	Lancashire	2016-07-14	24	2018-07-01		
4875	Central Frozen Food Supplies Ltd	1	14	3	Staffordshire	2017-08-17	3	2017-11-01		
4877	Hogans Butchers Ltd	1	14	2	Merseyside	2016-11-24	24	2018-11-01		
4878	Plumgarth's Farm Shop Ltd	1	14	2	Cumbria	2016-10-06	24	2018-10-01		
4884	R W Camplejohn & Son	1	14	1	Leicestershire	2016-10-28	12	2017-10-01		
5023	Leonard Ames (Ampthill) Limited	3	14	1	Bedfordshire	2017-01-12	12	2018-01-01		
5023	Leonard Ames (Ampthill) Limited	1	14	1	Bedfordshire	2017-01-12	12	2018-01-01		
5077	Dalehead Foods (A Division Of  Tulip)	1	14	2	Cambridgeshire	2017-06-05	24	2019-06-01		
5088	A & G Barber  Ltd	3	14	1	Essex	2016-10-27	12	2017-10-01		
5088	A & G Barber  Ltd	1	14	1	Essex	2016-10-27	12	2017-10-01		
5090	Elmkirk Limited	3	14	1	Essex	2017-08-07	12	2018-08-01		
5090	Elmkirk Limited	1	14	1	Essex	2017-08-07	12	2018-08-01		
5091	Dalehead  Foods (A Division Of Tulip)	3	14	1	Lincolnshire	2016-11-25	12	2017-11-01		
5091	Dalehead  Foods (A Division Of Tulip)	1	14	1	Lincolnshire	2016-11-25	12	2017-11-01		
5102	London Central Markets	1	14	2	Greater London	2016-09-20	24	2018-09-01		
5102-0002	P J Martinelli Ltd	1	14	2	Greater London	2016-06-15	24	2018-06-01		
5102-0006	William Warman & Gutteridge Ltd	1	14	2	Greater London	2016-11-23	24	2018-11-01		
5102-0008	Darmenn & Curl Ltd	1	14	2	Greater London	2017-05-24	12	2018-05-01		
5102-0009	Reeve And Company Limited	1	14	1	Greater London	2017-04-06	12	2018-04-01		
5102-0012	William Warman & Guttridge Ltd	1	14	1	Greater London	2016-11-23	12	2017-11-01		
5102-0013	Rhonda Meats Ltd	1	14	1	Greater London	2017-04-26	12	2018-04-01		
5102-0014	Vixelli Limited	1	14	2	Greater London	2017-03-23	24	2019-03-01		
5102-0021	Absalom & Tribe Limited	1	14	1	Greater London	2016-11-08	12	2017-11-01		
5102-0023	G Lawrence Wholesale Meat Company Ltd	1	14	1	Greater London	2017-04-06	12	2018-04-01		
5102-0024	James Burden Ltd	1	14	1	Greater London	2017-06-09	12	2018-06-01		
5102-0025	P J Martinelli Limited	1	14	2	Greater London	2016-06-15	24	2018-06-01		
5102-0026	David Andrade & Sons Limited	1	14	1	Greater London	2016-11-08	12	2017-11-01		
5102-0028	J F Edwards & Son T/A Peter Tocher	1	14	2	Greater London	2016-02-24	24	2018-02-01		
5102-0032	P.W & J.K Killby Ltd	1	14	2	Greater London	2017-05-31	24	2019-05-01		
5102-0034	J.F. Edwards (Smithfield) Ltd (T/A J F Edwards & Son)	1	14	2	Greater London	2016-05-11	24	2018-05-01		
5102-0035	Finclass Lmited	1	14	2	Greater London	2016-10-19	24	2018-10-01		
5102-0036	G. & E. (Meats) Limited	1	14	2	Greater London	2016-12-08	24	2018-12-01		
5102-0037	Central Meat (Smithfield) Limited	1	14	1	Greater London	2016-12-08	12	2017-12-01		
5102-0043	Village Pork (Smithfield) Ltd	1	14	2	Greater London	2016-10-26	12	2017-10-01		
5102-0045	B J Meats (Smithfield) Ltd	1	14	2	Greater London	2016-11-30	12	2017-11-01		
5102-0047	Abbijoe Limited	1	14	1	Greater London	2017-04-04	12	2018-04-01		
5102-1034	E Russell Limited (T/A Russells Of Smithfield)	1	14	1		2017-06-20	12	2018-06-01		
5105	Rayleigh Cold Store Limited	1	14	2	Essex	2016-07-01	24	2018-07-01		
5106	Dawn Cardington	3	14	1	Bedfordshire	2016-09-22	12	2017-09-01		
5106	Dawn Cardington	1	14	1	Bedfordshire	2016-09-22	12	2017-09-01		
5115	Nelsons (Butchers) Ltd	1	14	1	Lincolnshire	2017-03-02	12	2018-03-01		
5116	Dovecote Park (Skellingthorpe)	3	14	2	Lincolnshire	2017-05-30	18	2018-11-01		
5116	Dovecote Park (Skellingthorpe)	1	14	2	Lincolnshire	2017-05-30	18	2018-11-01		
5120	N V Gagen & Son	3	14	2	Cambridgeshire	2016-09-12	18	2018-03-01		
5120	N V Gagen & Son	1	14	2	Cambridgeshire	2016-09-12	18	2018-03-01		
5176	Curtis Of Lincoln	1	14	1	Lincolnshire	2016-11-15	12	2017-11-01		
5177	Lincolnshire Meat Company Ltd	3	14	2	Lincolnshire	2017-02-21	18	2018-08-01		
5177	Lincolnshire Meat Company Ltd	1	14	2	Lincolnshire	2017-02-21	18	2018-08-01		
5184	A Wright  & Son	3	14	1	Lincolnshire	2017-04-25	12	2018-04-01		
5184	A Wright  & Son	1	14	1	Lincolnshire	2017-04-25	12	2018-04-01		
5207	H G Blake (Costessey) Limited	3	14	2	Norfolk	2017-04-25	36	2020-04-01		
5207	H G Blake (Costessey) Limited	1	14	2	Norfolk	2017-04-25	36	2020-04-01		
5213	Cranswick Country Foods Plc	3	14	1	Norfolk	2016-09-19	12	2017-09-01		
5213	Cranswick Country Foods Plc	1	14	1	Norfolk	2016-09-19	12	2017-09-01		
5215	J E Howard Butchers And Howard's Abattoir	3	14	1	Norfolk	2017-03-29	12	2018-03-01		
5215	J E Howard Butchers And Howard's Abattoir	1	14	1	Norfolk	2017-03-29	12	2018-03-01		
5218	Arthur Howell	3	14	2	Norfolk	2017-07-10	18	2019-01-01		
5218	Arthur Howell	1	14	2	Norfolk	2017-07-10	18	2019-01-01		
5224	Weddel Swift Distribution  Ltd	1	14	2	Norfolk	2016-07-12	24	2018-07-01		
5226	Papworth Farms	1	14	2	Norfolk	2017-06-06	12	2018-06-01		
5238	F L Edge  & Son Ltd	1	14	1	Norfolk	2017-01-30	12	2018-01-01		
5242	Dalehead Foods (A Division Of Tulip)	1	14	2	Suffolk	2016-11-17	24	2018-11-01		
5243	Suffolk Meat Traders Ltd	1	14	2	Suffolk	2016-03-09	24	2018-03-01		
5260	Bramfield Meats	1	14	1	Suffolk	2017-03-27	12	2018-03-01		
5268	Master Meat	1	14	1	Essex	2017-06-09	12	2018-06-01		
5269	C Humphreys & Sons	3	14	1	Essex	2017-03-27	12	2018-03-01		
5269	C Humphreys & Sons	1	14	1	Essex	2017-03-27	12	2018-03-01		
5280	Fowler Bros. (Latchingdon) Ltd	3	14	1	Essex	2016-10-13	12	2017-10-01		
5280	Fowler Bros. (Latchingdon) Ltd	1	14	1	Essex	2016-10-13	12	2017-10-01		
5284	John Scott Meat (Paisley) Ltd	1	14	2	Essex	2016-01-27	24	2018-01-01		
5300	David F Smith	1	14	1	Greater London	2016-12-01	12	2017-12-01		
5312	Bradmill Meat Ltd	1	14	2	Hertfordshire	2016-11-18	24	2018-11-01		
5317	J Coleman Wholesale Butchers Ltd	1	14	1	Essex	2017-05-03	12	2018-05-01		
5319	Romford Halal Meats Ltd	3	14	1	Essex	2017-08-02	12	2018-08-01		
5319	Romford Halal Meats Ltd	1	14	1	Essex	2017-08-02	12	2018-08-01		
5359	Hundred River Foods Ltd	1	14	2	Suffolk	2016-07-15	24	2018-07-01		
5392	C J Byford & Son	3	14	2	Essex	2017-07-31	36	2020-07-01		
5392	C J Byford & Son	1	14	2	Essex	2017-07-31	36	2020-07-01		
5393	Midland Food Services Limited	1	14	1	Northamptonshire	2017-08-10	12	2018-08-01		
5416	Hilton Foods Uk Limited	1	14	2	Cambridgeshire	2016-06-22	24	2018-06-01		
5430	Ben Rigby Game Ltd	3	14	1	Essex	2016-11-02	12	2017-11-01		
5430	Ben Rigby Game Ltd	1	14	1	Essex	2016-11-02	12	2017-11-01		
5431	Lane Farm Country Foods	1	14	2	Suffolk	2016-02-18	24	2018-02-01		
5438	Kerry Foods Ltd	1	14	2	Norfolk	2017-07-06	12	2018-07-01		
5443	Direct Meats (Knights Farm) Ltd	1	14	2	Essex	2017-03-02	24	2019-03-01		
5478	Vatan Catering Ltd	1	14	2	Greater London	2017-04-04	12	2018-04-01		
5488	Kosher Deli (Uk)	1	14	1	Greater London	2017-05-23	12	2018-05-01		
5498	Wick Farm Meats	1	14	2	Essex	2016-07-27	24	2018-07-01		
5499	Wicks Manor	1	14	2	Essex	2017-08-10	24	2019-08-01		
5500	Peterborough Game Co Ltd	3	14	1	Lincolnshire	2016-11-18	12	2017-11-01		
5500	Peterborough Game Co Ltd	1	14	1	Lincolnshire	2016-11-18	12	2017-11-01		
5501	Eastern Meat Supplies	1	14	1	Cambridgeshire	2016-12-12	12	2017-12-01		
5503	The Rare Breed Meat Company Limited	1	14	1	Essex	2017-07-07	12	2018-07-01		
5508	The Wild Meat Company Ltd	3	14	2	Suffolk	2017-01-16	36	2020-01-01		
5508	The Wild Meat Company Ltd	1	14	2	Suffolk	2017-01-16	36	2020-01-01		
5513	Woodhead Brothers	3	14	2	Lincolnshire	2017-05-23	36	2020-05-01		
5513	Woodhead Brothers	1	14	2	Lincolnshire	2017-05-23	36	2020-05-01		
5516	Simply Halal (Banham) Limited	1	14	1	Norfolk	2017-05-04	12	2018-05-01		
5518	Grasmere Farm Ltd	1	14	1	Cambridgeshire	2017-03-30	12	2018-03-01		
5519	C & K Meats Ltd	3	14	1	Suffolk	2017-03-31	12	2018-03-01		
5519	C & K Meats Ltd	1	14	1	Suffolk	2017-03-31	12	2018-03-01		
5521	Britannic Foods	1	14	2	Cambridgeshire	2017-06-23	12	2018-06-01		
5522	British Premium Meats	1	14	1	Hertfordshire	2017-06-29	12	2018-06-01		
5523	Romford Catering Supplies Ltd	1	14	1	Essex	2016-10-07	12	2017-10-01		
5525	L & O Meats Ltd	1	14	2	Essex	2017-02-28	12	2018-02-01		
5527	H L Hinsull	1	14	2	Middlesex	2016-06-06	24	2018-06-01		
5528	Marbec Meats	1	14	2	Greater London	2016-03-16	24	2018-03-01		
5529	Middlesex Meat Company Limited	1	14	1	Middlesex	2017-04-19	12	2018-04-01		
5530	Frank Godfrey Ltd	1	14	1	Greater London	2016-10-06	12	2017-10-01		
6055	Tendercut Meats Ltd	1	14	2	Hampshire	2016-02-18	24	2018-02-01		
6057	Randall Parker Foods	1	14	1	Hampshire	2016-10-19	12	2017-10-01		
6060	P.C.Turner - Wholesale Butcher	3	14	2	Hampshire	2017-01-26	18	2018-07-01		
6060	P.C.Turner - Wholesale Butcher	1	14	2	Hampshire	2017-01-26	18	2018-07-01		
6067	Tottingworth Farm Limited	3	14	1	East Sussex	2017-01-18	12	2018-01-01		
6067	Tottingworth Farm Limited	1	14	1	East Sussex	2017-01-18	12	2018-01-01		
6089	Gm Matthews  (Butchers)	1	14	1	East Sussex	2017-01-16	12	2018-01-01		
6116	Forge Farm Meats Ltd	3	14	3	Kent	2017-07-10	3	2017-10-01		
6116	Forge Farm Meats Ltd	1	14	3	Kent	2017-07-10	3	2017-10-01		
6118	Blakes Meats Limited	1	14	1	East Sussex	2016-11-16	12	2017-11-01		
6119	Natural Farms Ltd	1	14	1	East Sussex	2017-03-06	12	2018-03-01		
6120	Weddel Swift Distribution Limited	1	14	1	East Sussex	2016-10-04	12	2017-10-01		
6141	Weddel Swift  Distribution Ltd	1	14	2	Kent	2017-06-06	24	2019-06-01		
6156	Berkshire Meats	1	14	2	Berkshire	2016-01-15	24	2018-01-01		
6164	Natural Farms (Oxon) Ltd	1	14	2	Oxfordshire	2017-01-18	12	2018-01-01		
6206	Gilberts Kosher Foods Ltd	1	14	1	Buckinghamshire	2016-09-08	12	2017-09-01		
6207	Mutchmeats Limited	3	14	3	Oxfordshire	2017-07-17	3	2017-10-01		
6207	Mutchmeats Limited	1	14	3	Oxfordshire	2017-07-17	3	2017-10-01		
6212	R Owton (Wholesale Butchers) Ltd	1	14	1	Hampshire	2017-03-21	12	2018-03-01		
6213	Arun Meat & Livestock Company Limited	1	14	1	Hampshire	2016-10-24	12	2017-10-01		
6214	Pinnacle Foods Ltd	1	14	2	Hampshire	2016-07-14	24	2018-07-01		
6219	Concept Foods Ltd	1	14	2	Hampshire	2016-05-19	24	2018-05-01		
6222	Weddel Swift Distribution   Ltd	1	14	2	Hampshire	2016-02-22	24	2018-02-01		
6223	Towers Thompson Ltd	1	14	1	Hampshire	2017-05-25	12	2018-05-01		
6238	Abp Guildford	3	14	1	Surrey	2016-09-26	12	2017-09-01		
6238	Abp Guildford	1	14	1	Surrey	2016-09-26	12	2017-09-01		
6240	Cherryfield (Croydon) Ltd	1	14	1	Surrey	2016-12-02	12	2017-12-01		
6262	Weddel Swift Distribution Ltd	1	14	1	London	2017-06-22	12	2018-06-01		
6304	R P Meats Wholesale Ltd	1	14	2	East Sussex	2016-09-07	24	2018-09-01		
6319	Eden Valley Group	1	14	2	Kent	2016-07-27	24	2018-07-01		
6326	J R Farm Meats Ltd	3	14	2	Kent	2017-04-25	18	2018-10-01		
6326	J R Farm Meats Ltd	1	14	2	Kent	2017-04-25	18	2018-10-01		
6336	Bantuway Ltd	1	14	1	Greater London	2017-03-08	12	2018-03-01		
6342	Stm (Sussex) Limited	3	14	1	West Sussex	2017-05-22	12	2018-05-01		
6342	Stm (Sussex) Limited	1	14	1	West Sussex	2017-05-22	12	2018-05-01		
6343	Berkshire Meat Traders Ltd	1	14	2	Berkshire	2016-06-27	24	2018-06-01		
6344	Vicars Game Limited	3	14	1	Berkshire	2016-11-15	12	2017-11-01		
6344	Vicars Game Limited	1	14	1	Berkshire	2016-11-15	12	2017-11-01		
6347	Solent Butchers Ltd	1	14	1	Hampshire	2017-06-12	12	2018-06-01		
6350	Rother Valley Organics	1	14	2	Hampshire	2017-08-01	12	2018-08-01		
6358	Billfields Of London Limited	1	14	1	London	2017-07-10	12	2018-07-01		
6359	Laverstoke Park Farm Ltd	3	14	2	Hampshire	2016-11-30	18	2018-05-01		
6359	Laverstoke Park Farm Ltd	1	14	2	Hampshire	2016-11-30	18	2018-05-01		
6368	Chanctonbury Game	3	14	1	West Sussex	2016-12-12	12	2017-12-01		
6368	Chanctonbury Game	1	14	1	West Sussex	2016-12-12	12	2017-12-01		
6370	Rr Alden Oxford Limited	1	14	2	Oxfordshire	2016-10-13	24	2018-10-01		
6371	Harringay Meat Traders Ltd	1	14	2	Essex	2016-07-13	24	2018-07-01		
6372	Man Foods Ltd	1	14	2	Greater London	2016-02-17	24	2018-02-01		
6374	Kartal Meats Limited	1	14	2	Greater London	2017-05-31	12	2018-05-01		
6378	A & B Catering Butchers Ltd	1	14	2	Berkshire	2016-07-08	24	2018-07-01		
6380	Towers Thompson	1	14	1	Kent	2016-11-21	12	2017-11-01		
6381	Butcher & Edmonds Ltd	1	14	2	London	2016-07-20	24	2018-07-01		
6383	Sultan Et Ltd	1	14	2	Greater London	2016-02-25	24	2018-02-01		
6385	Russell Hume Ltd	1	14	1	Greater London	2016-11-03	12	2017-11-01		
6386	Lea Valley Meat Ltd	1	14	2		2017-05-23	24	2019-05-01		
6388	Woburn Country Foods	1	14	2	Bedfordshire	2016-05-19	24	2018-05-01		
6389	C M B Foods Ltd	1	14	2	West Sussex	2016-09-15	12	2017-09-01		
6392	Jennings Of Caversham	1	14	2	Berkshire	2017-06-21	12	2018-06-01		
6394	British Meats	1	14	1	Oxfordshire	2016-12-28	12	2017-12-01		
6395	Highland Crown Ltd	1	14	1	Hampshire	2017-06-07	12	2018-06-01		
6398	Fenns Of Piccadilly	1	14	2	Greater London	2016-09-06	24	2018-09-01		
6399	Salvatori Food Service Ltd	1	14	2	Kent	2017-01-10	24	2019-01-01		
6400	Ims Of Smithfield Ltd	1	14	1	Greater London	2016-11-22	12	2017-11-01		
6402	Wells Farm Supplies Ltd	1	14	2	Kent	2016-11-29	24	2018-11-01		
6403	Walton Meats Ltd	1	14	2	Middlesex	2016-02-05	24	2018-02-01		
6404	Maren Meats	1	14	2	Greater London	2016-05-18	24	2018-05-01		
6405	Nigel Fredericks Limited	1	14	2	Greater London	2016-11-03	24	2018-11-01		
6406	Godden Butchers	1	14	1	Buckinghamshire	2017-02-08	12	2018-02-01		
8004	M C Kelly Limited	3	14	1	Devon	2017-01-25	12	2018-01-01		
8004	M C Kelly Limited	1	14	1	Devon	2017-01-25	12	2018-01-01		
8032	R J Phillips Wholesale Butcher	1	14	1	Bristol	2017-06-19	12	2018-06-01		
8037	University Of Bristol	3	14	1	North Somerset	2017-06-19	12	2018-06-01		
8037	University Of Bristol	1	14	1	North Somerset	2017-06-19	12	2018-06-01		
8038	M&W Meats Limited	1	14	1	Cornwall	2017-04-27	12	2018-04-01		
8046	Dawn Treburley	3	14	2	Cornwall	2017-02-20	18	2018-08-01		
8046	Dawn Treburley	1	14	2	Cornwall	2017-02-20	18	2018-08-01		
8061	Tulip Fresh Meats (Westerleigh)	3	14	2	Avon	2016-10-14	36	2019-10-01		
8061	Tulip Fresh Meats (Westerleigh)	1	14	2	Avon	2016-10-14	36	2019-10-01		
8070	P J Hayman & Sons	3	14	1	Devon	2016-10-26	12	2017-10-01		
8070	P J Hayman & Sons	1	14	1	Devon	2016-10-26	12	2017-10-01		
8073	St Merryn Foods Bodmin	3	14	2	Cornwall	2016-03-21	18	2017-09-01		
8073	St Merryn Foods Bodmin	1	14	2	Cornwall	2016-03-21	18	2017-09-01		
8088	Hunt's Foodservice Ltd	1	14	2	Dorset	2016-08-17	24	2018-08-01		
8101	East Hill Pride	3	14	1	Devon	2017-03-13	12	2018-03-01		
8101	East Hill Pride	1	14	1	Devon	2017-03-13	12	2018-03-01		
8115	R J Trevarthen Wholesale Butchers	3	14	1	Cornwall	2016-10-20	12	2017-10-01		
8115	R J Trevarthen Wholesale Butchers	1	14	1	Cornwall	2016-10-20	12	2017-10-01		
8118	M Yates And Sons Limited	1	14	1	Cornwall	2017-02-20	12	2018-02-01		
8119	Alec Jarrett Ltd	3	14	1	Avon	2017-06-15	12	2018-06-01		
8119	Alec Jarrett Ltd	1	14	1	Avon	2017-06-15	12	2018-06-01		
8122	Nanteague Abattoir	3	14	1	Cornwall	2017-01-12	12	2018-01-01		
8122	Nanteague Abattoir	1	14	1	Cornwall	2017-01-12	12	2018-01-01		
8144	Towers Thompson Ltd	1	14	1	Avon	2017-02-22	12	2018-02-01		
8145	J. Broomhall Limited	3	14	1	Gloucestershire	2016-09-26	12	2017-09-01		
8145	J. Broomhall Limited	1	14	1	Gloucestershire	2016-09-26	12	2017-09-01		
8149	Bakers Of Nailsea Limited	3	14	1	Somerset	2016-12-15	12	2017-12-01		
8149	Bakers Of Nailsea Limited	1	14	1	Somerset	2016-12-15	12	2017-12-01		
8160	Collicutt Meats Limited	1	14	2	Gloucestershire	2017-03-28	24	2019-03-01		
8165	Universal Traders Gloucester Limited	3	14	1	Gloucestershire	2017-06-30	12	2018-06-01		
8165	Universal Traders Gloucester Limited	1	14	1	Gloucestershire	2017-06-30	12	2018-06-01		
8181	M & J Meats Ltd	1	14	1	Somerset	2017-07-07	12	2018-07-01		
8185	Kesbury Ltd	1	14	1	Somerset	2017-03-28	12	2018-03-01		
8191	C Snell Wholesale	3	14	1	Somerset	2017-03-13	12	2018-03-01		
8191	C Snell Wholesale	1	14	1	Somerset	2017-03-13	12	2018-03-01		
8201	F. Drury & Sons Limited	3	14	1	Wiltshire	2017-01-27	12	2018-01-01		
8201	F. Drury & Sons Limited	1	14	1	Wiltshire	2017-01-27	12	2018-01-01		
8216	Abp Yetminster	3	14	1	Dorset	2017-02-27	12	2018-02-01		
8216	Abp Yetminster	1	14	1	Dorset	2017-02-27	12	2018-02-01		
8217	S J Norman  & Sons	3	14	3	Dorset	2017-08-29	3	2017-11-01		
8217	S J Norman  & Sons	1	14	3	Dorset	2017-08-29	3	2017-11-01		
8220	Weddel Swift   Distribution  Ltd	1	14	2	Dorset	2016-08-09	24	2018-08-01		
8241	T & H Lobb Limited	3	14	1	Cornwall	2016-09-19	12	2017-09-01		
8241	T & H Lobb Limited	1	14	1	Cornwall	2016-09-19	12	2017-09-01		
8249	H F Stiles  & Son Limited	3	14	1	Wiltshire	2017-02-15	12	2018-02-01		
8249	H F Stiles  & Son Limited	1	14	1	Wiltshire	2017-02-15	12	2018-02-01		
8285	Abp Langport	3	14	1	Somerset	2017-04-20	12	2018-04-01		
8285	Abp Langport	1	14	1	Somerset	2017-04-20	12	2018-04-01		
8290	Cheltenham & District Wholesale Meat Co Ltd	1	14	1	Gloucestershire	2017-05-15	12	2018-05-01		
